"Date","timeid","plot_id","Year","BBCH","var","rep","nitrogen","appl","Acc_Temperature","Acc_Percipitation","Acc_Radiation","sowingD","Das"
2018-11-11,"Early",56,"2019","09","Pionier",2,176,"Combined",157.841666666667,7.34,70.42932,"2018-10-25",17
2018-11-12,"Early",92,"2019","09","Patras",3,220,"Split",170.879166666667,8.9,74.57184,"2018-10-25",18
2018-11-12,"Early",52,"2019","09","Patras",2,220,"Combined",170.879166666667,8.9,74.57184,"2018-10-25",18
2018-11-12,"Early",39,"2019","09","Patras",2,176,"Split",170.879166666667,8.9,74.57184,"2018-10-25",18
2018-11-12,"Early",30,"2019","09","Patras",1,220,"Split",170.879166666667,8.9,74.57184,"2018-10-25",18
2018-11-12,"Early",4,"2019","09","Patras",1,220,"Combined",170.879166666667,8.9,74.57184,"2018-10-25",18
2018-11-12,"Early",74,"2019","09","Patras",3,220,"Combined",170.879166666667,8.9,74.57184,"2018-10-25",18
2018-11-12,"Early",26,"2019","09","Patras",1,176,"Combined",170.879166666667,8.9,74.57184,"2018-10-25",18
2018-11-12,"Early",83,"2019","09","Patras",3,176,"Split",170.879166666667,8.9,74.57184,"2018-10-25",18
2018-11-12,"Early",68,"2019","09","Patras",3,176,"Combined",170.879166666667,8.9,74.57184,"2018-10-25",18
2018-11-12,"Early",54,"2019","09","Patras",2,176,"Combined",170.879166666667,8.9,74.57184,"2018-10-25",18
2018-11-12,"Early",45,"2019","09","Pionier",2,220,"Split",170.879166666667,8.9,74.57184,"2018-10-25",18
2018-11-12,"Early",48,"2019","09","Patras",2,220,"Split",170.879166666667,8.9,74.57184,"2018-10-25",18
2018-11-12,"Early",8,"2019","09","Patras",1,176,"Split",170.879166666667,8.9,74.57184,"2018-10-25",18
2018-11-12,"Early",49,"2019","09","Pionier",2,220,"Combined",170.879166666667,8.9,74.57184,"2018-10-25",18
2018-12-02,"Late",44,"2019","09","Capone",2,176,"Split",136.316666666667,17.1,69.03288,"2018-11-08",24
2018-12-02,"Late",69,"2019","09","Capone",3,220,"Combined",136.316666666667,17.1,69.03288,"2018-11-08",24
2018-12-02,"Late",13,"2019","09","Capone",1,220,"Combined",136.316666666667,17.1,69.03288,"2018-11-08",24
2018-12-02,"Late",88,"2019","09","Apertus",3,220,"Split",136.316666666667,17.1,69.03288,"2018-11-08",24
2018-12-02,"Late",79,"2019","09","Capone",3,176,"Combined",136.316666666667,17.1,69.03288,"2018-11-08",24
2018-12-02,"Late",11,"2019","09","Capone",1,176,"Split",136.316666666667,17.1,69.03288,"2018-11-08",24
2018-12-03,"Late",36,"2019","09","Capone",2,220,"Split",147.879166666667,20.23,71.919,"2018-11-08",25
2018-12-03,"Late",70,"2019","09","Apertus",3,220,"Combined",147.879166666667,20.23,71.919,"2018-11-08",25
2018-12-03,"Late",96,"2019","09","Capone",3,176,"Split",147.879166666667,20.23,71.919,"2018-11-08",25
2018-12-03,"Late",64,"2019","09","Capone",2,220,"Combined",147.879166666667,20.23,71.919,"2018-11-08",25
2018-12-03,"Late",78,"2019","09","Apertus",3,176,"Combined",147.879166666667,20.23,71.919,"2018-11-08",25
2018-12-03,"Late",21,"2019","09","Capone",1,176,"Combined",147.879166666667,20.23,71.919,"2018-11-08",25
2018-12-03,"Late",57,"2019","09","Capone",2,176,"Combined",147.879166666667,20.23,71.919,"2018-11-08",25
2018-12-03,"Late",58,"2019","09","Apertus",2,176,"Combined",147.879166666667,20.23,71.919,"2018-11-08",25
2018-12-03,"Late",87,"2019","09","Capone",3,220,"Split",147.879166666667,20.23,71.919,"2018-11-08",25
2018-12-03,"Late",43,"2019","09","Apertus",2,176,"Split",147.879166666667,20.23,71.919,"2018-11-08",25
2018-12-03,"Late",10,"2019","09","Apertus",1,176,"Split",147.879166666667,20.23,71.919,"2018-11-08",25
2018-12-03,"Late",61,"2019","09","Apertus",2,220,"Combined",147.879166666667,20.23,71.919,"2018-11-08",25
2018-12-03,"Late",19,"2019","09","Capone",1,220,"Split",147.879166666667,20.23,71.919,"2018-11-08",25
2018-12-04,"Late",77,"2019","09","Pionier",3,176,"Combined",153.075,21.74,75.77316,"2018-11-08",26
2018-12-04,"Late",94,"2019","09","Pionier",3,176,"Split",153.075,21.74,75.77316,"2018-11-08",26
2018-12-04,"Late",20,"2019","09","Pionier",1,220,"Split",153.075,21.74,75.77316,"2018-11-08",26
2018-12-04,"Late",24,"2019","09","Apertus",1,176,"Combined",153.075,21.74,75.77316,"2018-11-08",26
2018-12-04,"Late",33,"2019","09","Apertus",2,220,"Split",153.075,21.74,75.77316,"2018-11-08",26
2018-12-04,"Late",15,"2019","09","Apertus",1,220,"Combined",153.075,21.74,75.77316,"2018-11-08",26
2018-12-04,"Late",62,"2019","09","Pionier",2,220,"Combined",153.075,21.74,75.77316,"2018-11-08",26
2018-12-04,"Late",9,"2019","09","Pionier",1,176,"Split",153.075,21.74,75.77316,"2018-11-08",26
2018-12-04,"Late",59,"2019","09","Pionier",2,176,"Combined",153.075,21.74,75.77316,"2018-11-08",26
2018-12-04,"Late",23,"2019","09","Pionier",1,176,"Combined",153.075,21.74,75.77316,"2018-11-08",26
2018-12-04,"Late",42,"2019","09","Pionier",2,176,"Split",153.075,21.74,75.77316,"2018-11-08",26
2018-12-04,"Late",34,"2019","09","Pionier",2,220,"Split",153.075,21.74,75.77316,"2018-11-08",26
2018-12-04,"Late",85,"2019","09","Pionier",3,220,"Split",153.075,21.74,75.77316,"2018-11-08",26
2018-12-04,"Late",93,"2019","09","Apertus",3,176,"Split",153.075,21.74,75.77316,"2018-11-08",26
2018-12-04,"Late",71,"2019","09","Pionier",3,220,"Combined",153.075,21.74,75.77316,"2018-11-08",26
2018-12-04,"Late",17,"2019","09","Apertus",1,220,"Split",153.075,21.74,75.77316,"2018-11-08",26
2018-12-05,"Late",14,"2019","09","Pionier",1,220,"Combined",156.045833333333,23.78,79.31124,"2018-11-08",27
2018-12-06,"Late",16,"2019","09","Patras",1,220,"Combined",164.145833333333,24.56,80.2818,"2018-11-08",28
2018-12-06,"Late",63,"2019","09","Patras",2,220,"Combined",164.145833333333,24.56,80.2818,"2018-11-08",28
2018-12-06,"Late",72,"2019","09","Patras",3,220,"Combined",164.145833333333,24.56,80.2818,"2018-11-08",28
2018-12-06,"Late",41,"2019","09","Patras",2,176,"Split",164.145833333333,24.56,80.2818,"2018-11-08",28
2018-12-06,"Late",22,"2019","09","Patras",1,176,"Combined",164.145833333333,24.56,80.2818,"2018-11-08",28
2018-12-06,"Late",80,"2019","09","Patras",3,176,"Combined",164.145833333333,24.56,80.2818,"2018-11-08",28
2018-12-06,"Late",18,"2019","09","Patras",1,220,"Split",164.145833333333,24.56,80.2818,"2018-11-08",28
2018-12-06,"Late",35,"2019","09","Patras",2,220,"Split",164.145833333333,24.56,80.2818,"2018-11-08",28
2018-12-06,"Late",12,"2019","09","Patras",1,176,"Split",164.145833333333,24.56,80.2818,"2018-11-08",28
2018-12-06,"Late",60,"2019","09","Patras",2,176,"Combined",164.145833333333,24.56,80.2818,"2018-11-08",28
2018-12-07,"Late",86,"2019","09","Patras",3,220,"Split",175.025,28.51,80.81028,"2018-11-08",29
2018-12-07,"Late",95,"2019","09","Patras",3,176,"Split",175.025,28.51,80.81028,"2018-11-08",29
2019-01-09,"Early",51,"2019","13","Capone",2,220,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",38,"2019","13","Capone",2,176,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",82,"2019","13","Pionier",3,176,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",47,"2019","13","Capone",2,220,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",68,"2019","13","Patras",3,176,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",65,"2019","13","Pionier",3,176,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",91,"2019","13","Capone",3,220,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",26,"2019","13","Patras",1,176,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",83,"2019","13","Patras",3,176,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",75,"2019","13","Pionier",3,220,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",45,"2019","13","Pionier",2,220,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",90,"2019","13","Apertus",3,220,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",50,"2019","13","Apertus",2,220,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",1,"2019","13","Pionier",1,220,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",37,"2019","13","Pionier",2,176,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",31,"2019","13","Pionier",1,220,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",74,"2019","13","Patras",3,220,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",2,"2019","13","Capone",1,220,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",28,"2019","13","Pionier",1,176,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",52,"2019","13","Patras",2,220,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",40,"2019","13","Apertus",2,176,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",56,"2019","13","Pionier",2,176,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",54,"2019","13","Patras",2,176,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",81,"2019","13","Apertus",3,176,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",5,"2019","13","Apertus",1,176,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",8,"2019","13","Patras",1,176,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",89,"2019","13","Pionier",3,220,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",27,"2019","13","Apertus",1,176,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",76,"2019","13","Apertus",3,220,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",49,"2019","13","Pionier",2,220,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",73,"2019","13","Capone",3,220,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",4,"2019","13","Patras",1,220,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",32,"2019","13","Capone",1,220,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",6,"2019","13","Pionier",1,176,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",46,"2019","13","Apertus",2,220,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",66,"2019","13","Apertus",3,176,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",3,"2019","13","Apertus",1,220,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",92,"2019","13","Patras",3,220,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",39,"2019","13","Patras",2,176,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",84,"2019","13","Capone",3,176,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",48,"2019","13","Patras",2,220,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",67,"2019","13","Capone",3,176,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",53,"2019","13","Apertus",2,176,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",25,"2019","13","Capone",1,176,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",29,"2019","13","Apertus",1,220,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",7,"2019","13","Capone",1,176,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",30,"2019","13","Patras",1,220,"Split",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-01-09,"Early",55,"2019","13","Capone",2,176,"Combined",439.258333333333,92.64,185.04252,"2018-10-25",76
2019-02-14,"Late",11,"2019","13","Capone",1,176,"Split",431.433333333333,130.14,246.45744,"2018-11-08",98
2019-02-14,"Late",13,"2019","13","Capone",1,220,"Combined",431.433333333333,130.14,246.45744,"2018-11-08",98
2019-02-15,"Late",21,"2019","13","Capone",1,176,"Combined",438.354166666667,130.14,255.37644,"2018-11-08",99
2019-02-15,"Late",36,"2019","13","Capone",2,220,"Split",438.354166666667,130.14,255.37644,"2018-11-08",99
2019-02-15,"Late",44,"2019","13","Capone",2,176,"Split",438.354166666667,130.14,255.37644,"2018-11-08",99
2019-02-15,"Late",87,"2019","13","Capone",3,220,"Split",438.354166666667,130.14,255.37644,"2018-11-08",99
2019-02-15,"Late",33,"2019","13","Apertus",2,220,"Split",438.354166666667,130.14,255.37644,"2018-11-08",99
2019-02-15,"Late",19,"2019","13","Capone",1,220,"Split",438.354166666667,130.14,255.37644,"2018-11-08",99
2019-02-16,"Late",96,"2019","13","Capone",3,176,"Split",446.995833333333,130.14,264.6522,"2018-11-08",100
2019-02-16,"Late",57,"2019","13","Capone",2,176,"Combined",446.995833333333,130.14,264.6522,"2018-11-08",100
2019-02-16,"Late",41,"2019","13","Patras",2,176,"Split",446.995833333333,130.14,264.6522,"2018-11-08",100
2019-02-16,"Late",79,"2019","13","Capone",3,176,"Combined",446.995833333333,130.14,264.6522,"2018-11-08",100
2019-02-16,"Late",43,"2019","13","Apertus",2,176,"Split",446.995833333333,130.14,264.6522,"2018-11-08",100
2019-02-16,"Late",34,"2019","13","Pionier",2,220,"Split",446.995833333333,130.14,264.6522,"2018-11-08",100
2019-02-16,"Late",9,"2019","13","Pionier",1,176,"Split",446.995833333333,130.14,264.6522,"2018-11-08",100
2019-02-17,"Late",64,"2019","13","Capone",2,220,"Combined",454.254166666667,130.14,273.12552,"2018-11-08",101
2019-02-17,"Late",20,"2019","13","Pionier",1,220,"Split",454.254166666667,130.14,273.12552,"2018-11-08",101
2019-02-17,"Late",35,"2019","13","Patras",2,220,"Split",454.254166666667,130.14,273.12552,"2018-11-08",101
2019-02-17,"Late",22,"2019","13","Patras",1,176,"Combined",454.254166666667,130.14,273.12552,"2018-11-08",101
2019-02-17,"Late",14,"2019","13","Pionier",1,220,"Combined",454.254166666667,130.14,273.12552,"2018-11-08",101
2019-02-17,"Late",10,"2019","13","Apertus",1,176,"Split",454.254166666667,130.14,273.12552,"2018-11-08",101
2019-02-17,"Late",42,"2019","13","Pionier",2,176,"Split",454.254166666667,130.14,273.12552,"2018-11-08",101
2019-02-17,"Late",77,"2019","13","Pionier",3,176,"Combined",454.254166666667,130.14,273.12552,"2018-11-08",101
2019-02-17,"Late",88,"2019","13","Apertus",3,220,"Split",454.254166666667,130.14,273.12552,"2018-11-08",101
2019-02-18,"Late",61,"2019","13","Apertus",2,220,"Combined",462.854166666667,130.14,282.5064,"2018-11-08",102
2019-02-18,"Late",18,"2019","13","Patras",1,220,"Split",462.854166666667,130.14,282.5064,"2018-11-08",102
2019-02-18,"Late",16,"2019","13","Patras",1,220,"Combined",462.854166666667,130.14,282.5064,"2018-11-08",102
2019-02-18,"Late",62,"2019","13","Pionier",2,220,"Combined",462.854166666667,130.14,282.5064,"2018-11-08",102
2019-02-18,"Late",23,"2019","13","Pionier",1,176,"Combined",462.854166666667,130.14,282.5064,"2018-11-08",102
2019-02-18,"Late",60,"2019","13","Patras",2,176,"Combined",462.854166666667,130.14,282.5064,"2018-11-08",102
2019-02-18,"Late",15,"2019","13","Apertus",1,220,"Combined",462.854166666667,130.14,282.5064,"2018-11-08",102
2019-02-18,"Late",12,"2019","13","Patras",1,176,"Split",462.854166666667,130.14,282.5064,"2018-11-08",102
2019-02-18,"Late",94,"2019","13","Pionier",3,176,"Split",462.854166666667,130.14,282.5064,"2018-11-08",102
2019-02-18,"Late",95,"2019","13","Patras",3,176,"Split",462.854166666667,130.14,282.5064,"2018-11-08",102
2019-02-19,"Late",78,"2019","13","Apertus",3,176,"Combined",470.5125,130.73,288.12708,"2018-11-08",103
2019-02-19,"Late",24,"2019","13","Apertus",1,176,"Combined",470.5125,130.73,288.12708,"2018-11-08",103
2019-02-19,"Late",58,"2019","13","Apertus",2,176,"Combined",470.5125,130.73,288.12708,"2018-11-08",103
2019-02-19,"Late",17,"2019","13","Apertus",1,220,"Split",470.5125,130.73,288.12708,"2018-11-08",103
2019-02-19,"Late",80,"2019","13","Patras",3,176,"Combined",470.5125,130.73,288.12708,"2018-11-08",103
2019-02-19,"Late",93,"2019","13","Apertus",3,176,"Split",470.5125,130.73,288.12708,"2018-11-08",103
2019-02-19,"Late",63,"2019","13","Patras",2,220,"Combined",470.5125,130.73,288.12708,"2018-11-08",103
2019-02-19,"Late",59,"2019","13","Pionier",2,176,"Combined",470.5125,130.73,288.12708,"2018-11-08",103
2019-02-19,"Late",86,"2019","13","Patras",3,220,"Split",470.5125,130.73,288.12708,"2018-11-08",103
2019-02-19,"Late",69,"2019","13","Capone",3,220,"Combined",470.5125,130.73,288.12708,"2018-11-08",103
2019-02-20,"Late",85,"2019","13","Pionier",3,220,"Split",477.4625,130.73,294.1506,"2018-11-08",104
2019-02-20,"Late",70,"2019","13","Apertus",3,220,"Combined",477.4625,130.73,294.1506,"2018-11-08",104
2019-02-20,"Late",71,"2019","13","Pionier",3,220,"Combined",477.4625,130.73,294.1506,"2018-11-08",104
2019-02-20,"Late",72,"2019","13","Patras",3,220,"Combined",477.4625,130.73,294.1506,"2018-11-08",104
2019-03-06,"Early",6,"2019","23","Pionier",1,176,"Split",691.075,141.39,449.07624,"2018-10-25",132
2019-03-06,"Early",50,"2019","23","Apertus",2,220,"Combined",691.075,141.39,449.07624,"2018-10-25",132
2019-03-06,"Early",3,"2019","23","Apertus",1,220,"Combined",691.075,141.39,449.07624,"2018-10-25",132
2019-03-06,"Early",67,"2019","23","Capone",3,176,"Combined",691.075,141.39,449.07624,"2018-10-25",132
2019-03-06,"Early",29,"2019","23","Apertus",1,220,"Split",691.075,141.39,449.07624,"2018-10-25",132
2019-03-06,"Early",84,"2019","23","Capone",3,176,"Split",691.075,141.39,449.07624,"2018-10-25",132
2019-03-06,"Early",38,"2019","23","Capone",2,176,"Split",691.075,141.39,449.07624,"2018-10-25",132
2019-03-06,"Early",45,"2019","23","Pionier",2,220,"Split",691.075,141.39,449.07624,"2018-10-25",132
2019-03-06,"Early",7,"2019","23","Capone",1,176,"Split",691.075,141.39,449.07624,"2018-10-25",132
2019-03-06,"Early",51,"2019","23","Capone",2,220,"Combined",691.075,141.39,449.07624,"2018-10-25",132
2019-03-06,"Early",32,"2019","23","Capone",1,220,"Split",691.075,141.39,449.07624,"2018-10-25",132
2019-03-06,"Early",25,"2019","23","Capone",1,176,"Combined",691.075,141.39,449.07624,"2018-10-25",132
2019-03-06,"Early",39,"2019","23","Patras",2,176,"Split",691.075,141.39,449.07624,"2018-10-25",132
2019-03-06,"Early",40,"2019","23","Apertus",2,176,"Split",691.075,141.39,449.07624,"2018-10-25",132
2019-03-06,"Early",1,"2019","23","Pionier",1,220,"Combined",691.075,141.39,449.07624,"2018-10-25",132
2019-03-06,"Early",52,"2019","23","Patras",2,220,"Combined",691.075,141.39,449.07624,"2018-10-25",132
2019-03-06,"Early",37,"2019","23","Pionier",2,176,"Split",691.075,141.39,449.07624,"2018-10-25",132
2019-03-06,"Early",26,"2019","23","Patras",1,176,"Combined",691.075,141.39,449.07624,"2018-10-25",132
2019-03-12,"Early",66,"2019","23","Apertus",3,176,"Combined",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",91,"2019","23","Capone",3,220,"Split",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",27,"2019","23","Apertus",1,176,"Combined",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",92,"2019","23","Patras",3,220,"Split",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",76,"2019","23","Apertus",3,220,"Combined",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",48,"2019","23","Patras",2,220,"Split",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",55,"2019","23","Capone",2,176,"Combined",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",81,"2019","23","Apertus",3,176,"Split",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",47,"2019","23","Capone",2,220,"Split",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",75,"2019","23","Pionier",3,220,"Combined",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",8,"2019","23","Patras",1,176,"Split",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",83,"2019","23","Patras",3,176,"Split",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",73,"2019","23","Capone",3,220,"Combined",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",2,"2019","23","Capone",1,220,"Combined",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",82,"2019","23","Pionier",3,176,"Split",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",5,"2019","23","Apertus",1,176,"Split",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",90,"2019","23","Apertus",3,220,"Split",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",53,"2019","23","Apertus",2,176,"Combined",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",74,"2019","23","Patras",3,220,"Combined",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",31,"2019","23","Pionier",1,220,"Split",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",49,"2019","23","Pionier",2,220,"Combined",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",56,"2019","23","Pionier",2,176,"Combined",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",46,"2019","23","Apertus",2,220,"Split",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",28,"2019","23","Pionier",1,176,"Combined",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",89,"2019","23","Pionier",3,220,"Split",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",65,"2019","23","Pionier",3,176,"Combined",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-12,"Early",68,"2019","23","Patras",3,176,"Combined",730.254166666667,170.46,488.29032,"2018-10-25",138
2019-03-15,"Early",4,"2019","23","Patras",1,220,"Combined",750.525,182.17,499.41108,"2018-10-25",141
2019-03-15,"Early",30,"2019","23","Patras",1,220,"Split",750.525,182.17,499.41108,"2018-10-25",141
2019-03-15,"Early",54,"2019","23","Patras",2,176,"Combined",750.525,182.17,499.41108,"2018-10-25",141
2019-03-20,"Late",33,"2019","23","Apertus",2,220,"Split",668,184.53,483.62508,"2018-11-08",132
2019-03-26,"Late",9,"2019","23","Pionier",1,176,"Split",713.429166666667,189.05,543.67092,"2018-11-08",138
